Nombre,Puntuación,Precio,Estrellas,Llaves,Direccion,ciudad,web,Puntuacion
 Exe Sevilla Palmera,,€79,4,,"Bellavista-La Palmera, Seville ·  2.57 km from city centre",Sevilla,Edreams,3.5
 Catalonia Giralda Hotel,,€115,4,,"Historical Center, Seville ·  0.79 km from city centre",Sevilla,Edreams,3.9
 AC Hotel Sevilla Fórum by Marriott,,€84,4,,"Macarena Norte, Seville ·  4.76 km from city centre",Sevilla,Edreams,3.5
 Becquer Hotel,,€139,4,,"Historical Center, Seville ·  0.79 km from city centre",Sevilla,Edreams,4.5
 Hostel One Catedral,,€19,2,,"Historical Center, Seville ·  0.18 km from city centre",Sevilla,Edreams,4.6
 Hotel Fernando III,,€142,4,,"Historical Center, Seville ·  0.37 km from city centre",Sevilla,Edreams,4.3
 Hotel M.A. Sevilla Congresos,,€72,4,,"Este-Alcosa-Torreblanca, Seville ·  5.88 km from city centre",Sevilla,Edreams,3.8
 Hotel Giralda Center,,€114,4,,"Sur, Seville ·  0.98 km from city centre",Sevilla,Edreams,4.7
 Casual de las Letras Sevilla Hotel,,€88,2,,"Historical Center, Seville ·  0.81 km from city centre",Sevilla,Edreams,4.1
 Novotel Sevilla,,€95,4,,"Sur, Seville ·  1.80 km from city centre",Sevilla,Edreams,4.2
 Hotel Sercotel Doña Carmela,,€69,3,,"Bellavista-La Palmera, Seville ·  6.95 km from city centre",Sevilla,Edreams,4.0
 Hotel San Gil Sevilla,,€94,4,,"Historical Center, Seville ·  1.74 km from city centre",Sevilla,Edreams,3.7
 NH Collection Sevilla,,€110,4,,"Sur, Seville ·  1.87 km from city centre",Sevilla,Edreams,4.4
 Eurostars Al-Ándalus Palace,,€131,4,,"Bellavista-La Palmera, Seville ·  3.69 km from city centre",Sevilla,Edreams,3.9
 Casa Romana Hotel Boutique,,€90,4,,"Historical Center, Seville ·  0.98 km from city centre",Sevilla,Edreams,4.1
 Hotel Eurostars Regina,,€97,3,,"Historical Center, Seville ·  1.55 km from city centre",Sevilla,Edreams,3.7
 Abba Sevilla,,€106,4,,"Historical Center, Seville ·  0.67 km from city centre",Sevilla,Edreams,4.4
 Eurostars Guadalquivir,,€104,4,,"Los Remedios, Seville ·  1.25 km from city centre",Sevilla,Edreams,4.5
 NH Sevilla Plaza de Armas,,€140,4,,"Historical Center, Seville ·  0.98 km from city centre",Sevilla,Edreams,4.1
 TOC Hostel Sevilla,,€29,2,,"Historical Center, Seville ·  0.27 km from city centre",Sevilla,Edreams,4.5
 La Flamenka Hostel,,€26,2,,"Historical Center, Seville ·  0.75 km from city centre",Sevilla,Edreams,4.4
 Rio Hostel,,€22,2,,"Historical Center, Seville ·  0.30 km from city centre",Sevilla,Edreams,3.6
 Only YOU Hotel Sevilla,,€152,5,,"Distrito San Pablo-Santa Justa, Seville ·  1.58 km from city centre",Sevilla,Edreams,4.9
 Eurostars Sevilla Boutique,,€165,4,,"Historical Center, Seville ·  0.10 km from city centre",Sevilla,Edreams,4.1
 Hotel Doña Maria,,€193,4,,"Historical Center, Seville ·  0.03 km from city centre",Sevilla,Edreams,3.9
 Room00 Salvador Hostel,,€28,2,,"Historical Center, Seville ·  0.62 km from city centre",Sevilla,Edreams,3.8
 The Loft House Sevilla,,€40,3,,"Historical Center, Seville ·  0.72 km from city centre",Sevilla,Edreams,5.0
 The Nomad Hostel,,€30,2,,"Historical Center, Seville ·  0.71 km from city centre",Sevilla,Edreams,4.5
 U-Sense For You Hostel Sevilla,,€39,2,,"Historical Center, Seville ·  0.86 km from city centre",Sevilla,Edreams,4.1
 La Casa del Maestro Boutique,,€82,1,,"Historical Center, Seville ·  0.76 km from city centre",Sevilla,Edreams,4.0
 Pensión Javier,,€42,2,,"Historical Center, Seville ·  0.43 km from city centre",Sevilla,Edreams,
 Hotel Simón,,€66,1,,"Historical Center, Seville ·  0.27 km from city centre",Sevilla,Edreams,4.1
 Vincci La Rabida,,€189,4,,"Historical Center, Seville ·  0.49 km from city centre",Sevilla,Edreams,4.2
 Hotel Palace Sevilla,,€109,4,,"Historical Center, Seville ·  0.79 km from city centre",Sevilla,Edreams,3.7
 Itaca Sevilla,,€126,3,,"Historical Center, Seville ·  0.64 km from city centre",Sevilla,Edreams,4.0
 Apartamentos Puerta del Sur,,€54,3,,"Bellavista-La Palmera, Seville ·  7.34 km from city centre",Sevilla,Edreams,
 Apartamentos Vértice Bib Rambla,,€90,2,,"Este-Alcosa-Torreblanca, Seville ·  6.06 km from city centre",Sevilla,Edreams,4.0
 Bellavista Sevilla,,€73,4,,"Bellavista-La Palmera, Seville ·  7.78 km from city centre",Sevilla,Edreams,3.8
 Hoteles del Sur,,€84,2,,"Historical Center, Seville ·  1.63 km from city centre",Sevilla,Edreams,
 Hesperia Sevilla,,€109,4,,"Sur, Seville ·  1.53 km from city centre",Sevilla,Edreams,4.7
 Hotel Don Paco,,€93,3,,"Historical Center, Seville ·  0.87 km from city centre",Sevilla,Edreams,3.7
 Urban Cube Hostel Sevilla,,€39,0,,"San Roque, Seville ·  0.99 km from city centre",Sevilla,Edreams,3.7
 Hotel Rey Alfonso X,,€193,4,,"Historical Center, Seville ·  0.35 km from city centre",Sevilla,Edreams,4.4
 Micampus Rector Estanislao del Campo - Students Residence,,€59,3,,"Bellavista-La Palmera, Seville ·  3.53 km from city centre",Sevilla,Edreams,
 Room Select Tetuán,,€85,3,,"Historical Center, Seville ·  0.54 km from city centre",Sevilla,Edreams,3.6
 Hotel Ateneo Sevilla,,€150,4,,"Historical Center, Seville ·  0.90 km from city centre",Sevilla,Edreams,4.7
 La Central Sevilla,,€53,2,,"Historical Center, Seville ·  1.20 km from city centre",Sevilla,Edreams,3.3
 Barceló Sevilla Renacimiento,,€132,5,,"Triana, Seville ·  2.69 km from city centre",Sevilla,Edreams,4.3
 Hotel Patio de la Alameda,,€145,3,,"Historical Center, Seville ·  1.54 km from city centre",Sevilla,Edreams,4.3
 Itaca Artemisa by Soho Boutique,,€104,3,,"Historical Center, Seville ·  1.08 km from city centre",Sevilla,Edreams,4.2
 Hostel Ikigai,,€43,2,,"Los Remedios, Seville ·  1.12 km from city centre",Sevilla,Edreams,5.0
 AC Hotel Ciudad de Sevilla by Marriott,,€177,4,,"Bellavista-La Palmera, Seville ·  2.57 km from city centre",Sevilla,Edreams,3.7
 Hotel Goya,,€71,2,,"Historical Center, Seville ·  0.20 km from city centre",Sevilla,Edreams,4.1
" Hotel Kivir Adults Recommended, Historic City Center",,€206,4,,"Historical Center, Seville ·  0.79 km from city centre",Sevilla,Edreams,4.9
 Hotel Murillo,,€135,2,,"Historical Center, Seville ·  0.24 km from city centre",Sevilla,Edreams,4.1
 Hostel A2C - Adults Only,,€28,2,,"Historical Center, Seville ·  1.39 km from city centre",Sevilla,Edreams,3.0
 Lux Sevilla Palacio,,€80,3,,"Este-Alcosa-Torreblanca, Seville ·  5.68 km from city centre",Sevilla,Edreams,
 Vincci Molviedro,,€187,4,,"Historical Center, Seville ·  0.58 km from city centre",Sevilla,Edreams,4.8
 Hotel Porcel Torneo,,€76,4,,"Macarena Norte, Seville ·  3.08 km from city centre",Sevilla,Edreams,3.6
 Melia Sevilla,,€128,4,,"Sur, Seville ·  1.18 km from city centre",Sevilla,Edreams,4.2
 Micampus Armendáriz - Students Residence,,€71,3,,"Bellavista-La Palmera, Seville ·  3.52 km from city centre",Sevilla,Edreams,
 Mercer Plaza Sevilla 5 GL,,€270,5,,"Historical Center, Seville ·  0.28 km from city centre",Sevilla,Edreams,4.9
 Hotel AACR Monteolivos,,€91,3,,"Distrito San Pablo-Santa Justa, Seville ·  2.02 km from city centre",Sevilla,Edreams,3.5
 One Shot Conde Torrejón,,€115,4,,"Historical Center, Seville ·  1.21 km from city centre",Sevilla,Edreams,4.1
 Hotel Plaza,,€135,3,,"Historical Center, Seville ·  0.48 km from city centre",Sevilla,Edreams,3.2
 Albergue Inturjoven Sevilla - Hostel,,€73,2,,"Bellavista-La Palmera, Seville ·  2.47 km from city centre",Sevilla,Edreams,3.0
 Hotel Monte Carmelo,,€102,4,,"Los Remedios, Seville ·  1.14 km from city centre",Sevilla,Edreams,4.6
 Halo Boutique Hotel,,€143,4,,"Historical Center, Seville ·  0.22 km from city centre",Sevilla,Edreams,4.4
 Noches en Triana,,€81,3,,"Triana, Seville ·  1.23 km from city centre",Sevilla,Edreams,
 EME Catedral Mercer Hotel,,€225,5,,"Historical Center, Seville ·  0.10 km from city centre",Sevilla,Edreams,3.9
 Hotel Convento La Gloria,,€127,3,,"Historical Center, Seville ·  0.16 km from city centre",Sevilla,Edreams,3.8
 Petit Palace Santa Cruz,,€160,4,,"Historical Center, Seville ·  0.34 km from city centre",Sevilla,Edreams,4.3
 Hotel AACR Museo,,€98,3,,"Historical Center, Seville ·  0.98 km from city centre",Sevilla,Edreams,3.7
 Monte Triana,,€114,4,,"Triana, Seville ·  1.41 km from city centre",Sevilla,Edreams,4.5
 Hotel Palacio Alcázar,,€124,4,,"Historical Center, Seville ·  0.11 km from city centre",Sevilla,Edreams,4.0
" Los Seises Sevilla, a Tribute Portfolio Hotel",,€188,4,,"Historical Center, Seville ·  0.15 km from city centre",Sevilla,Edreams,3.9
 U-Sense Sevilla Centro,,€111,3,,"Historical Center, Seville ·  0.17 km from city centre",Sevilla,Edreams,4.6
 Hotel Doña Lina,,€88,2,,"Historical Center, Seville ·  0.21 km from city centre",Sevilla,Edreams,3.6
 Basic Hotel Puerta de Sevilla,,€115,1,,"Historical Center, Seville ·  0.46 km from city centre",Sevilla,Edreams,4.2
 Hotel Cervantes,,€179,4,,"Historical Center, Seville ·  1.03 km from city centre",Sevilla,Edreams,3.7
 Querencia de Sevilla Autograph Collection,,€212,4,,"Historical Center, Seville ·  0.30 km from city centre",Sevilla,Edreams,4.7
 Zenit Sevilla,,€117,4,,"Triana, Seville ·  1.16 km from city centre",Sevilla,Edreams,4.1
 Adriano Hotel Boutique Sevilla,,€139,3,,"Historical Center, Seville ·  0.47 km from city centre",Sevilla,Edreams,4.6
 Hotel Europa,,€106,1,,"Historical Center, Seville ·  0.35 km from city centre",Sevilla,Edreams,4.1
 Petit Palace Marqués Santa Ana,,€162,4,,"Historical Center, Seville ·  0.32 km from city centre",Sevilla,Edreams,4.3
 Hostal Sevilla Santa Justa,,€68,2,,"San Roque, Seville ·  1.02 km from city centre",Sevilla,Edreams,3.2
 Limehome Sevilla Calle Torcuato Luca de Tena,,€82,3,,"Bellavista-La Palmera, Seville ·  3.02 km from city centre",Sevilla,Edreams,
 Futurotel Sevilla,,€107,3,,"Los Remedios, Seville ·  0.95 km from city centre",Sevilla,Edreams,
 Hotel Posada del Lucero,,€209,4,,"Historical Center, Seville ·  0.77 km from city centre",Sevilla,Edreams,4.5
 Hotel Inglaterra Sevilla,,€174,4,,"Historical Center, Seville ·  0.46 km from city centre",Sevilla,Edreams,4.1
 Joya del Casco Boutique Hotel by Shiadu,,€179,4,,"Historical Center, Seville ·  0.19 km from city centre",Sevilla,Edreams,4.9
 Sercotel Las Casas de los Mercaderes,,€159,3,,"Historical Center, Seville ·  0.34 km from city centre",Sevilla,Edreams,4.1
" Hotel Cetina Casa de las Telas, Sevilla",,€113,4,,"Historical Center, Seville ·  0.57 km from city centre",Sevilla,Edreams,4.8
 Hotel Un Patio al Sur,,€100,2,,"Historical Center, Seville ·  0.81 km from city centre",Sevilla,Edreams,4.0
 Hotel Boutique Palacio Pinello,,€185,4,,"Historical Center, Seville ·  0.16 km from city centre",Sevilla,Edreams,4.4
 Occidental Sevilla Viapol,,€105,4,,"Sur, Seville ·  1.48 km from city centre",Sevilla,Edreams,4.5
 Intelier Casa de Indias Hotel,,€135,4,,"Historical Center, Seville ·  0.85 km from city centre",Sevilla,Edreams,4.5
 Slow Suites Setas,,€106,4,,"Historical Center, Seville ·  0.72 km from city centre",Sevilla,Edreams,4.3
 Hospes Las Casas Del Rey De Baeza,,€206,4,,"Historical Center, Seville ·  0.76 km from city centre",Sevilla,Edreams,4.4
 Resitur,,€90,3,,"Triana, Seville ·  1.00 km from city centre",Sevilla,Edreams,3.2
 Holiday Rentals Tempa Museo,,€150,4,,"Historical Center, Seville ·  1.04 km from city centre",Sevilla,Edreams,4.4
 Basic Hotel Sevilla Catedral,,€138,1,,"Historical Center, Seville ·  0.25 km from city centre",Sevilla,Edreams,4.7
 Apartamentos Metrópolis Sevilla,,€99,3,,"Historical Center, Seville ·  1.30 km from city centre",Sevilla,Edreams,4.1
 Alcázar de María,,€154,4,,"Historical Center, Seville ·  0.34 km from city centre",Sevilla,Edreams,4.2
 Holiday Rentals Los Salados,,€135,4,,"Historical Center, Seville ·  1.19 km from city centre",Sevilla,Edreams,4.2
 Soho Boutique Catedral,,€312,4,,"Historical Center, Seville ·  0.26 km from city centre",Sevilla,Edreams,4.7
 Basic Hotel Doña Manuela,,€123,2,,"Historical Center, Seville ·  0.45 km from city centre",Sevilla,Edreams,4.3
 Rey Don Pedro Luxury Home,,€140,4,,"Historical Center, Seville ·  0.35 km from city centre",Sevilla,Edreams,4.6
 Slow Suites Salvador,,€111,2,,"Historical Center, Seville ·  0.51 km from city centre",Sevilla,Edreams,5.0
 Un Patio en Santa Cruz,,€110,2,,"Historical Center, Seville ·  0.39 km from city centre",Sevilla,Edreams,3.8
 Welldone Antiquarium,,€105,3,,"Historical Center, Seville ·  0.95 km from city centre",Sevilla,Edreams,4.7
 Hotel Vincci Selección Unuk 5* GL,,€314,5,,"Historical Center, Seville ·  0.61 km from city centre",Sevilla,Edreams,4.5
 Hotel Duquesa,,€113,2,,"Historical Center, Seville ·  0.87 km from city centre",Sevilla,Edreams,3.3
 Hotel Boutique Casas de Santa Cruz,,€118,3,,"Historical Center, Seville ·  0.23 km from city centre",Sevilla,Edreams,4.1
" Radisson Collection Hotel, Magdalena Plaza Sevilla",,€318,5,,"Historical Center, Seville ·  0.69 km from city centre",Sevilla,Edreams,4.6
 CoolRooms Palacio Villapanés 5 GL,,€309,5,,"Historical Center, Seville ·  0.78 km from city centre",Sevilla,Edreams,4.7
 Las Casas de El Arenal,,€184,4,,"Historical Center, Seville ·  0.44 km from city centre",Sevilla,Edreams,4.7
 Murillo,,€121,2,,"Historical Center, Seville ·  0.24 km from city centre",Sevilla,Edreams,5.0
 Cristine Bedfor Guest Houses Sevilla,,€234,4,,"Historical Center, Seville ·  1.02 km from city centre",Sevilla,Edreams,
 Hotel Boutique Elvira Plaza,,€148,4,,"Historical Center, Seville ·  0.20 km from city centre",Sevilla,Edreams,4.2
 Hotel Boutique Casa del Poeta Sevilla,,€229,4,,"Historical Center, Seville ·  0.24 km from city centre",Sevilla,Edreams,4.9
 Hotel Doña Blanca,,€116,2,,"Historical Center, Seville ·  0.91 km from city centre",Sevilla,Edreams,3.7
 Hostal Casa Blanca,,€81,3,,"Distrito Cerro-Amate, Seville ·  5.27 km from city centre",Sevilla,Edreams,
 Catedral Boutique,,€105,1,,"Historical Center, Seville ·  0.19 km from city centre",Sevilla,Edreams,3.1
 Plácido y Grata,,€241,4,,"Historical Center, Seville ·  0.83 km from city centre",Sevilla,Edreams,4.9
 Apartamentos Boutique Vida,,€143,3,,"Historical Center, Seville ·  0.25 km from city centre",Sevilla,Edreams,3.8
 Soho Boutique Sevilla,,€185,3,,"Historical Center, Seville ·  0.86 km from city centre",Sevilla,Edreams,4.5
 The Spot Central Hostel,,€87,3,,"Historical Center, Seville ·  0.43 km from city centre",Sevilla,Edreams,4.0
 El Rey Moro Hotel Boutique,,€250,4,,"Historical Center, Seville ·  0.22 km from city centre",Sevilla,Edreams,4.6
 Hotel Legado Magdalena,,€208,4,,"Historical Center, Seville ·  0.75 km from city centre",Sevilla,Edreams,
 Hotel Baco Sevilla,,€129,2,,"Historical Center, Seville ·  0.86 km from city centre",Sevilla,Edreams,3.5
 Hotel Colón Gran Meliá,,€290,5,,"Historical Center, Seville ·  0.79 km from city centre",Sevilla,Edreams,4.6
 Hotel Boutique Triana House,,€165,3,,"Triana, Seville ·  0.90 km from city centre",Sevilla,Edreams,4.9
 Slow Suites Maestranza,,€110,3,,"Historical Center, Seville ·  0.61 km from city centre",Sevilla,Edreams,3.1
 Casa ART Sevilla,,€210,4,,"Historical Center, Seville ·  0.08 km from city centre",Sevilla,Edreams,4.5
 Hotel Gravina 51,,€242,4,,"Historical Center, Seville ·  0.83 km from city centre",Sevilla,Edreams,5.0
 Casa Alhaja by Shiadu,,€151,3,,"Historical Center, Seville ·  0.16 km from city centre",Sevilla,Edreams,4.8
 Cavalta Boutique Hotel – Small Luxury Hotel,,€252,5,,"Triana, Seville ·  1.56 km from city centre",Sevilla,Edreams,4.9
 Hostal Hom Museo,,€127,3,,"Historical Center, Seville ·  1.05 km from city centre",Sevilla,Edreams,4.0
 Magno Apartments Clavellinas,,€123,3,,"Historical Center, Seville ·  1.26 km from city centre",Sevilla,Edreams,
 Mercer Residences Sevilla,,€198,4,,"Historical Center, Seville ·  0.91 km from city centre",Sevilla,Edreams,
 U-Sense Sevilla Catedral,,€150,3,,"Historical Center, Seville ·  0.12 km from city centre",Sevilla,Edreams,
 Hotel Mercer Sevilla 5 GL,,€315,5,,"Historical Center, Seville ·  0.51 km from city centre",Sevilla,Edreams,4.9
 The Level at Melia Sevilla,,€199,4,,"Sur, Seville ·  1.19 km from city centre",Sevilla,Edreams,4.4
 Hotel Murillo Reinoso,,€162,2,,"Historical Center, Seville ·  0.25 km from city centre",Sevilla,Edreams,
 Legado Alcázar Hotel,,€212,4,,"Historical Center, Seville ·  0.34 km from city centre",Sevilla,Edreams,4.8
 MDD4 Health Experience Hotel Sevilla - Adults Only,,€155,2,,"Historical Center, Seville ·  0.28 km from city centre",Sevilla,Edreams,5.0
 Aquitania Home Suites,,€158,3,,"Historical Center, Seville ·  0.75 km from city centre",Sevilla,Edreams,4.8
 Vincci Molviedro Suites Apartments,,€275,4,,"Historical Center, Seville ·  0.56 km from city centre",Sevilla,Edreams,4.9
 Suites Murillo Plaza Sta Cruz,,€180,4,,"Historical Center, Seville ·  0.32 km from city centre",Sevilla,Edreams,4.8
 Iberflat Fabiola,,€224,4,,"Historical Center, Seville ·  0.28 km from city centre",Sevilla,Edreams,
 Aguilas5 SevillaSuites,,€220,4,,"Historical Center, Seville ·  0.48 km from city centre",Sevilla,Edreams,5.0
 Posada Pilatos,,€167,4,,"Historical Center, Seville ·  0.76 km from city centre",Sevilla,Edreams,4.7
 Smartr Sevilla Las Dueñas,,€176,2,,"Historical Center, Seville ·  0.99 km from city centre",Sevilla,Edreams,
 The Corner House,,€118,3,,"Historical Center, Seville ·  1.37 km from city centre",Sevilla,Edreams,4.4
 The Boutike Guesthouse - Hostel,,€150,1,,"Historical Center, Seville ·  0.54 km from city centre",Sevilla,Edreams,4.2
 Hotel Casa Palacio Don Ramón 5* GL by Kaizen Hoteles,,€378,5,,"Historical Center, Seville ·  0.89 km from city centre",Sevilla,Edreams,4.8
 Limehome Sevilla Ronda de Capuchinos,,€136,3,,"Macarena, Seville ·  1.64 km from city centre",Sevilla,Edreams,
 Hotel Boutique Corral del Rey by ALUZ Collection,,€163,3,,"Historical Center, Seville ·  0.33 km from city centre",Sevilla,Edreams,4.8
 Limehome Sevilla Calle Granada,,€152,4,,"Historical Center, Seville ·  0.41 km from city centre",Sevilla,Edreams,3.3
 Suites Murillo Alcazar,,€180,4,,"Historical Center, Seville ·  0.22 km from city centre",Sevilla,Edreams,4.8
 Welldone Metropol,,€126,1,,"Historical Center, Seville ·  0.79 km from city centre",Sevilla,Edreams,4.5
 Puerta Catedral Indias Lofts,,€236,4,,"Historical Center, Seville ·  0.22 km from city centre",Sevilla,Edreams,4.6
 Suites Murillo Catedral,,€162,4,,"Historical Center, Seville ·  0.15 km from city centre",Sevilla,Edreams,4.7
 Hotel Lobby,,€327,5,,"Historical Center, Seville ·  0.81 km from city centre",Sevilla,Edreams,4.6
" Hotel Alfonso XIII, a Luxury Collection Hotel, Seville",,€962,5,,"Sur, Seville ·  0.47 km from city centre",Sevilla,Edreams,4.5
 Limehome Sevilla Calle Pureza,,€171,3,,"Triana, Seville ·  0.80 km from city centre",Sevilla,Edreams,
 Apartamentos Los Ángeles,,€223,3,,"Historical Center, Seville ·  0.76 km from city centre",Sevilla,Edreams,3.5
 Overland Suites Catedral,,€185,4,,"Historical Center, Seville ·  0.20 km from city centre",Sevilla,Edreams,4.7
 Casa de Triana Luxury Suites by Casa del Poeta,,€291,4,,"Triana, Seville ·  0.78 km from city centre",Sevilla,Edreams,4.8
 Ocean Drive Sevilla,,"€5,000",4,,"Historical Center, Seville ·  0.77 km from city centre",Sevilla,Edreams,4.7
 Hotel Don Jaime 54,,€60,4,,"Zaragoza Old Town, Zaragoza ·  0.45 km from city centre",Zaragoza,Edreams,4.3
 Eurostars Rey Fernando,,€57,4,,Zaragoza ·  8.46 km from city centre,Zaragoza,Edreams,4.0
 Eurostars Zaragoza,,€57,4,,"La Almozara, Zaragoza ·  2.39 km from city centre",Zaragoza,Edreams,3.5
 Paris Centro,,€46,2,,"San Pablo, Zaragoza ·  0.51 km from city centre",Zaragoza,Edreams,3.1
 Exe Boston,,€69,4,,"La Magdalena, Zaragoza ·  0.83 km from city centre",Zaragoza,Edreams,3.5
 Hotel Pilar Plaza,,€60,3,,"Zaragoza Old Town, Zaragoza ·  0.55 km from city centre",Zaragoza,Edreams,3.8
 Hotel YIT Ciudad de Zaragoza​​​​​​​,,€64,3,,Zaragoza ·  3.05 km from city centre,Zaragoza,Edreams,3.3
 Hotel Cesaraugusta,,€60,3,,"Delicias, Zaragoza ·  1.11 km from city centre",Zaragoza,Edreams,3.4
 Hotel Silken Reino de Aragón,,€99,4,,"Zaragoza Old Town, Zaragoza ·  0.20 km from city centre",Zaragoza,Edreams,4.0
 Hotel Inca,,€68,3,,"Zaragoza Old Town, Zaragoza ·  0.39 km from city centre",Zaragoza,Edreams,3.9
 Catalonia El Pilar,,€100,4,,"Zaragoza Old Town, Zaragoza ·  0.45 km from city centre",Zaragoza,Edreams,4.5
 Hotel & Spa Real Ciudad De Zaragoza,,€62,4,,Zaragoza ·  8.05 km from city centre,Zaragoza,Edreams,3.7
 Hotel Goya,,€89,4,,"Zaragoza Old Town, Zaragoza ·  0.13 km from city centre",Zaragoza,Edreams,3.4
 Hotel Hiberus,,€82,4,,"La Almozara, Zaragoza ·  2.44 km from city centre",Zaragoza,Edreams,4.1
 Zentral Ave,,€89,4,,"La Almozara, Zaragoza ·  2.42 km from city centre",Zaragoza,Edreams,4.4
 NH Sport,,€49,3,,"Delicias, Zaragoza ·  1.22 km from city centre",Zaragoza,Edreams,3.8
 B&B Hotel Zaragoza Royal,,€62,3,,"Zaragoza Centro, Zaragoza ·  0.94 km from city centre",Zaragoza,Edreams,
 NH Collection Gran Hotel de Zaragoza,,€98,4,,"Zaragoza Old Town, Zaragoza ·  0.37 km from city centre",Zaragoza,Edreams,4.4
 Vincci Zaragoza Zentro,,€127,4,,"Zaragoza Old Town, Zaragoza ·  0.30 km from city centre",Zaragoza,Edreams,4.1
 Hotel Palafox,,€135,5,,"Zaragoza Old Town, Zaragoza ·  0.41 km from city centre",Zaragoza,Edreams,4.0
 B&B Hotel Zaragoza Plaza Mozart,,€63,0,,"La Jota, Zaragoza ·  1.75 km from city centre",Zaragoza,Edreams,3.9
 Eurostars Plaza Delicias,,€65,3,,"Delicias, Zaragoza ·  2.88 km from city centre",Zaragoza,Edreams,3.7
 Hotel Oriente,,€87,3,,"Zaragoza Old Town, Zaragoza ·  0.19 km from city centre",Zaragoza,Edreams,3.9
 U Hotel Villa - Gomá,,€101,3,,"Romareda, Zaragoza ·  2.64 km from city centre",Zaragoza,Edreams,3.3
 NH Ciudad de Zaragoza,,€114,4,,"Zaragoza Old Town, Zaragoza ·  0.61 km from city centre",Zaragoza,Edreams,4.3
