Nombre,Puntuacion,Precio,Estrellas,Llaves,Direccion,web,zona,Nombre_norm
Hotel Tayko Sevilla,9.4,163.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,tayko
room Select Tetuán,8.6,85.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,room select tetuan
Itaca Artemisa by Soho Boutique,8.2,94.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,itaca artemisa
Serendipity Hispalis Nervión,8.9,162.0,4,,"Nervión, Sevilla",Booking,Sevilla,serendipity hispalis nervion
Welldone Quality - Crystal pool,8.7,95.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,welldone quality crystal pool
Hotel Duquesa,7.8,66.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,duquesa
LIRIUM Casa Patio,9.2,77.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,lirium casa patio
Black Swan Hostel Sevilla,8.6,20.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,black swan
Hostal Roma,7.0,50.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,roma
The Nomad Hostel&Pension,8.5,19.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,the nomad &
U-Sense Sevilla Centro,8.9,96.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,u sense centro
ON Suites Sevilla Apartments,8.9,95.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,on
Hotel Doña María,8.8,157.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,doña maria
Hotel Europa Boutique Sevilla,8.2,75.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,europa
Micampus Armendariz Student Residence,7.8,60.0,0,,"Bellavista - Palmera, Sevilla",Booking,Sevilla,micampus armendariz student residence
Hotel Palacio Alcázar,8.5,129.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,palacio alcazar
Hostal Lis,7.3,45.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,lis
Singular Corral de San José,8.2,115.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,singular corral san jose
Canvas Sevilla Lago,7.7,70.0,0,,"Triana, Sevilla",Booking,Sevilla,canvas lago
Nuevo Suizo,7.4,16.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,nuevo suizo
Singular Metropol,8.7,101.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,singular metropol
Hostal Casa Del Buen Viaje,8.2,65.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa buen viaje
nüa giralda,8.4,81.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,nüa giralda
Hostal Roomsole,7.6,63.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,roomsole
Welldone Metropol,8.2,120.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,welldone metropol
BYPILLOW Residence Abril,8.8,110.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,bypillow residence abril
Casa Palacio Don Pedro,8.1,62.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa palacio don pedro
Welldone Cathedral,8.5,177.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,welldone cathedral
Smartr Sevilla Puente de Triana,9.1,132.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,smartr puente triana
Plaza de Armas,8.8,131.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,plaza armas
"Alysé Apartments Alfalfa, by Homing U",9.2,125.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,alyse alfalfa
Holiday Rentals Los Salados,8.2,130.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,holiday rentals salados
Un Patio en Santa Cruz,8.4,90.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,un patio
Turistic Apartment Sevillanos SL,8.6,65.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,turistic nos sl
Apartamentos Los Angeles,8.6,130.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,angeles
Noches en Triana,7.9,69.0,2,,"Triana, Sevilla",Booking,Sevilla,noches
Reservaloen Terrazas de la Catedral,8.4,130.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,reservaloen terrazas catedral
"PENSION VERGARA , Sevilla",6.0,32.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,vergara
Sercotel Las Casas de los Mercaderes,8.6,149.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,sercotel las casas mercaderes
Pension Gala,6.7,30.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,gala
Rooms Cruz Roja,9.0,43.0,0,,"Macarena, Sevilla",Booking,Sevilla,rooms cruz roja
Suites Sevilla Plaza,9.2,155.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,plaza
Hotel América Sevilla,8.7,158.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,america
Hotel Giralda Center,9.2,166.0,4,,"Nervión, Sevilla",Booking,Sevilla,giralda center
bambu hostel capsules,6.4,29.0,0,,"San Pablo-Santa Justa, Sevilla",Booking,Sevilla,bambu capsules
Guesthouse Room & Studio Seville La Flamenka,8.1,90.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,room & studio flamenka
Smartr Sevilla Las Dueñas,8.1,127.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,smartr las dueñas
Hostel Ikigai,9.1,29.0,0,,"Los Remedios, Sevilla",Booking,Sevilla,ikigai
One Shot Conde Torrejón,8.7,105.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,one shot conde torrejon
Hotel Palace Sevilla,8.2,88.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,palace
Singular Virgenes,7.9,119.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,singular virgenes
Casual de las Letras Sevilla,8.6,86.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casual las letras
Eurostars Sevilla Boutique,9.0,270.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,eurostars
Soho Boutique Catedral,9.0,175.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,soho catedral
Apartamentos Setas Center,8.8,146.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,setas center
Hostal Paco´s,7.1,50.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,paco´s
Reservaloen Plaza del Salvador,8.1,115.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,reservaloen plaza salvador
ISA Sevilla Suites,7.8,94.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,isa
La Flamenka Hostel,8.1,17.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,flamenka
La Casa del Maestro Boutique,8.9,90.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa maestro
Hoteles del Sur,8.3,74.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,sur
Hotel Las Casas de la Judería,8.8,134.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,las casas juderia
Lolita's house torre del oro,8.8,145.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,lolita's house torre oro
Petit Palace Marques Santa Ana,8.7,158.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,petit palace marques santa ana
Terra Triana Apartments,9.4,185.0,4,,"Triana, Sevilla",Booking,Sevilla,terra triana
Mercer Residences Sevilla,9.2,198.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,mercer residences
Basic Hotel Sevilla Catedral,8.6,99.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,basic catedral
"Apartamento Triana, 5 mins centro",8.1,61.0,4,,"Triana, Sevilla",Booking,Sevilla,triana mins centro
Only YOU Hotel Sevilla,9.4,270.0,5,,"Nervión, Sevilla",Booking,Sevilla,only you
Hotel Boutique Elvira Plaza,8.2,104.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,elvira plaza
Hotel Murillo,8.3,294.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,murillo
Hotel Boutique Triana House,9.2,317.0,0,,"Triana, Sevilla",Booking,Sevilla,triana house
Itaca Sevilla by Soho Boutique,8.6,140.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,itaca
Apartamentos Core Suite Sevilla,9.0,95.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,core
Apartamentos Luxsevilla Palacio,7.0,60.0,3,,"Este, Sevilla",Booking,Sevilla,lux palacio
Vincci Selección Unuk 5 GL,9.1,309.0,5,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,vincci seleccion unuk gl
Mylu Suites by Puerta Catedral,9.2,171.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,mylu
Hotel y Apartamentos Doña Lola,7.7,63.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,doña lola
New Samay Hostel,8.7,24.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,new samay
Hotel San Gil,8.3,102.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,san gil
Las Atarazanas - Design Hostal,8.5,58.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,las atarazanas design
Hotel Gravina 51,9.5,256.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,gravina
Intelier Casa de Indias,9.2,140.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,intelier casa indias
Hotel Rey Alfonso X,9.4,143.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,rey alfonso x
LA SUITE DEL CONDE LUXURY SUITES,9.8,101.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,conde luxury
Sevilla Home Center Suites,9.2,174.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,home center
Hostal Alcobia,5.8,40.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,alcobia
Apartamentos Plaza Nueva,8.3,222.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,plaza nueva
Apartamentos RG Suites Jardines de Murillo,8.7,300.0,4,,"Nervión, Sevilla",Booking,Sevilla,rg jardines murillo
La Banda Suites,8.7,87.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,banda
Triana Riverside,8.7,58.0,0,,"Triana, Sevilla",Booking,Sevilla,triana riverside
"ELEVEN Real de la Carretería, by Homing U",9.0,247.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,eleven real carreteria
Sol y Luna de Triana,8.6,110.0,4,,"Triana, Sevilla",Booking,Sevilla,sol luna triana
Hotel Lobby,9.4,468.0,5,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,lobby
Palacio Bucarelli,9.1,206.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,palacio bucarelli
Aguilas5 SevillaSuites,9.5,229.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,aguilas
EME Catedral Mercer Hotel,8.4,198.0,5,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,eme catedral mercer
Hotel Amadeus Sevilla,9.1,306.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,amadeus
Apartamentos Gravina 56,9.4,236.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,gravina
Hotel Murillo Reinoso,9.3,429.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,murillo reinoso
Casa Palacio La Casa Blanca Suites,9.2,198.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa palacio casa blanca
Alojamiento Rural Finca Barral,9.1,145.0,0,,Sevilla,Booking,Sevilla,alojamiento rural finca barral
Onefam Catedral,7.9,21.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,onefam catedral
Casa del Contratador by Época Suites,9.6,414.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa contratador
Patio de La Alameda,8.7,116.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,patio alameda
Apartamentos La Vistosona,9.5,384.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,vistosona
Toc Hostel Sevilla,8.5,30.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,toc
Hostal Puerta Carmona,7.8,55.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,puerta carmona
EME SEVILLA TURISTICA,8.6,80.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,eme turistica
Apartamento San Juan de Dios,8.3,91.0,4,,"Nervión, Sevilla",Booking,Sevilla,san juan dios
Rio Hostel,7.1,20.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,rio
Suite Triana Sevilla,8.6,68.0,4,,"Triana, Sevilla",Booking,Sevilla,triana
Roberta's Guest House,8.4,64.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,roberta's guest house
Suites Murillo Catedral,9.3,564.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,murillo catedral
Apartamento Puerta Carmona,9.5,709.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,puerta carmona
Legado Magdalena Hotel,9.3,147.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,legado magdalena
Hotel Fernando III,9.4,154.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,fernando iii
Galera Rooms by SHS,8.4,106.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,galera rooms
Ocean Drive Sevilla,9.0,171.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,ocean drive
Triana Apartahotel,8.5,64.0,3,,"Triana, Sevilla",Booking,Sevilla,triana aparta
U-Sense For You Hostel Sevilla,8.4,36.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,u sense for you
H10 Corregidor Boutique Hotel,9.1,128.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,h corregidor
Apartamento Centro de Sevilla Histórico,8.1,80.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,centro historico
Habitaciones Casa Sevillana Centro,7.8,61.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,habitaciones casa na centro
Petit Palace Santa Cruz,8.9,155.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,petit palace santa cruz
Apartahotel Sevilla Salado,7.8,61.0,3,,"Triana, Sevilla",Booking,Sevilla,aparta salado
Onefam Centro,8.3,19.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,onefam centro
Hotel Boutique Casa Romana Villa,8.7,182.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa romana
Arc House Plaza,6.3,43.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,arc house plaza
Vincci La Rabida,8.9,206.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,vincci rabida
Limehome Sevilla Calle Torcuato Luca de Tena - Digital Access,8.0,99.0,4,,"Sur, Sevilla",Booking,Sevilla,limehome calle torcuato luca tena digital access
Urban Triana Sevilla,7.2,61.0,0,,"Triana, Sevilla",Booking,Sevilla,urban triana
Hotel Maestranza,8.4,59.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,maestranza
Dulcinea,9.0,45.0,0,,"Macarena Norte, Sevilla",Booking,Sevilla,dulcinea
Hotel Posada del Lucero,9.5,165.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,posada lucero
Casa Pureza,9.1,108.0,4,,"Triana, Sevilla",Booking,Sevilla,casa pureza
Hotel Inglaterra,9.1,206.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,inglaterra
Hostel Triana Backpackers,8.5,21.0,0,,"Triana, Sevilla",Booking,Sevilla,triana backpackers
The Corner House,9.0,110.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,the corner house
Honest Sevilla,8.7,129.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,honest
Pension Gran Plaza,5.8,45.0,0,,"Nervión, Sevilla",Booking,Sevilla,gran plaza
Hotel Cetina Casa de las Telas Sevilla,9.2,161.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,cetina casa las telas
Singular Pilatos,7.8,85.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,singular pilatos
Rey Don Pedro Luxury Home,9.0,125.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,rey don pedro luxury home
Casa Romana Hotel Boutique,8.8,149.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa romana
Portico Sevilla,9.0,101.0,4,,"San Pablo-Santa Justa, Sevilla",Booking,Sevilla,portico
Casa Gloria Apartments,8.9,128.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa gloria
Casa ART Sevilla,8.3,147.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa art
Pierre & Vacances Sevilla,8.3,111.0,4,,"Triana, Sevilla",Booking,Sevilla,pierre & vacances
Eurostars Regina,8.4,217.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,eurostars regina
Suites San Pablo,8.4,139.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,san pablo
Triana House,8.8,163.0,4,,"Triana, Sevilla",Booking,Sevilla,triana house
Hotel Sercotel Doña Carmela,8.6,75.0,3,,"Bellavista - Palmera, Sevilla",Booking,Sevilla,sercotel doña carmela
apartamentos montevideo 6,8.4,174.0,4,,"Sur, Sevilla",Booking,Sevilla,montevideo
Colectia Hotel Parada del Marqués,9.0,182.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,colectia parada marques
Ikigai House,8.4,32.0,0,,"Cerro - Amate, Sevilla",Booking,Sevilla,ikigai house
Mi rincon en Triana,8.5,90.0,4,,"Triana, Sevilla",Booking,Sevilla,mi rincon
Hotel Convento La Gloria,8.1,119.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,convento gloria
Apartamento El Cachorro de Triana,8.5,85.0,4,,"Triana, Sevilla",Booking,Sevilla,cachorro triana
AZZ Sevilla Torre de la Plata Apartamentos,8.4,153.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,azz torre plata
Sercotel Sevilla Guadalquivir Suites,8.4,157.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,sercotel guadalquivir
Pension Perez Montilla,7.8,44.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,perez montilla
Apartamentos Sevilla Palace,8.7,86.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,palace
Casa Señorial del Siglo XVIII,9.1,123.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa señorial siglo xviii
Apartamentos Boutique Vida,7.8,99.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,vida
Apartamento Brisas,7.8,108.0,4,,Sevilla,Booking,Sevilla,brisas
Lukanda Hospec Olehousing,9.1,144.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,lukanda hospec olehousing
Hotel Boutique Casas de Santa Cruz,8.3,106.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casas santa cruz
Vincci Molviedro,9.2,224.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,vincci molviedro
JOY Setas Coworking,8.5,18.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,joy setas coworking
Casa Salma,8.4,43.0,0,,"Cerro - Amate, Sevilla",Booking,Sevilla,casa salma
By Plaza de España overlooking Parque María Luisa,9.4,120.0,4,,"Sur, Sevilla",Booking,Sevilla,by plaza españa overlooking parque maria luisa
Legado Alcazar Hotel,9.3,220.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,legado alcazar
Palacio Pinello,9.0,214.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,palacio pinello
Hotel Kivir,9.5,232.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,kivir
Apartamentos Metrópolis,8.8,158.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,metropolis
Albergue Inturjoven Sevilla,7.6,67.0,2,,"Bellavista - Palmera, Sevilla",Booking,Sevilla,albergue inturjoven
Casa Triana 1888 Suites by Época,8.8,175.0,4,,"Triana, Sevilla",Booking,Sevilla,casa triana
Luxor 7,7.5,77.0,3,,"Triana, Sevilla",Booking,Sevilla,luxor
The Spot Central Hostel,8.2,40.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,the spot central
Julia home,,45.0,0,,Sevilla,Booking,Sevilla,julia home
Apartamento Orilla de Triana,9.1,58.0,0,,"Triana, Sevilla",Booking,Sevilla,orilla triana
Casa Señorial Piedrachica,8.2,98.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa señorial piedrachica
Hub Hostel Seville,7.0,14.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,hub
Casa San Roque,8.6,97.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa san roque
Apartamentos Abreu Suites,9.2,135.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,abreu
Sevilla Central,6.0,62.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,central
Nice apartment in the center of Seville,8.4,70.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,nice in the center of
Halo Boutique Hotel,8.3,143.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,halo
Acetres 5 Boutique,8.8,84.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,acetres
atLumbreras16,9.0,156.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,atlumbreras
Coliseo setas,9.3,66.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,coliseo setas
JOY Plaza de Armas,8.3,20.0,0,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,joy plaza armas
Hotel Ateneo Sevilla,9.2,214.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,ateneo
"Radisson Collection Hotel, Magdalena Plaza Sevilla",9.0,261.0,5,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,radisson collection magdalena plaza
Casa Sevilla 1920 Suites by Época,8.9,147.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa
TRIANA 3 WIFI,8.0,87.0,0,,"Triana, Sevilla",Booking,Sevilla,triana wifi
Slow Suites Maestranza,8.4,111.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,slow maestranza
Nine O Clock San Agustin,8.5,132.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,nine o clock san agustin
Overland Suites Catedral,9.1,131.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,overland catedral
Apartamentos Sevilla Centro,8.3,153.0,2,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,centro
VAC LUXURY HOME SEVILLA,9.0,169.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,vac luxury home
Slow Suites Setas,8.7,104.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,slow setas
Casa Bailen Sevilla,9.2,149.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa bailen
Sevilla Central Suites Apartamentos Puerta Jerez,9.2,163.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,central puerta jerez
Hotel Casa Palacio Don Ramón,9.5,420.0,5,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa palacio don ramon
Las Casas de El Arenal,8.9,170.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,las casas arenal
Hotel Colón Gran Meliá - The Leading Hotels of the World,9.0,333.0,5,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,colon gran melia the leading of the world
Magno Apartments Casa del Correo Mayor I,9.0,176.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,magno casa correo mayor i
Rincón de Esperanza,8.2,71.0,4,,"Triana, Sevilla",Booking,Sevilla,rincon esperanza
Hostal San Francisco,8.5,230.0,1,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,san francisco
Vincci Molviedro Suites Apartments,9.1,330.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,vincci molviedro
Alfareria Ocho,9.1,89.0,4,,"Triana, Sevilla",Booking,Sevilla,alfareria ocho
Oasis Sevilla Congresos,8.8,65.0,4,,"Este, Sevilla",Booking,Sevilla,oasis congresos
Apartamentos centro histórico,7.9,77.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,centro historico
Hotel Casa 1800 Sevilla,9.3,290.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa
ISG Apartments La Florida,9.4,157.0,4,,"Nervión, Sevilla",Booking,Sevilla,isg florida
Casa Alhaja by Shiadu,9.3,165.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,casa alhaja
abba Sevilla,9.0,150.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,abba
Hernando Colón Olehousing,9.4,175.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,hernando colon olehousing
CoolRooms Palacio Villapanés 5 GL,9.0,375.0,5,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,coolrooms palacio panes gl
The Old Print House - Space Maison Apartments,9.4,213.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,the old print house space maison
Casa de La Judería,,51.0,0,,Sevilla,Booking,Sevilla,casa juderia
"Querencia de Sevilla, Autograph Collection",9.2,233.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,querencia autograph collection
Sevilla's Bed and Terrace,6.6,60.0,3,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,bed and terrace
Apartamento Living By Cathedral,9.3,190.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,living
Cavalta Boutique Hotel - Small Luxury Hotels,9.3,252.0,5,,"Triana, Sevilla",Booking,Sevilla,cavalta small luxury
H10 Casa de la Plata,9.4,232.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,h casa plata
Plácido y Grata,9.2,241.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,placido grata
Suites Machado,9.3,209.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,machado
Apto Lux Sevilla,8.3,80.0,4,,"Este, Sevilla",Booking,Sevilla,apto lux
"Los Seises Sevilla, a Tribute Portfolio Hotel",8.6,206.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,seises a tribute portfolio
Posada Pilatos,9.4,155.0,4,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,posada pilatos
Mercer Plaza Sevilla 5 GL,9.2,315.0,5,,"Centro histórico de Sevilla, Sevilla",Booking,Sevilla,mercer plaza gl
Apartamento el Pasaje,8.4,134.0,4,,"Nervión, Sevilla",Booking,Sevilla,pasaje
